name,clean name,carbon_rating,co2e,lca_farm,lca_processing,lca_packaging,lca_transport,lca_retail,lca_food_waste,source
"Seeds, chia, dried",Chia Seeds,3,3.752938114,2.4782238,0,0.53881991,0.26464914,0.072986004,0.39825926,agribalyse
"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",Instant Chicory Coffee,2,2.432611042,1.7384404,0.33848443,0.22265825,0.1203709,0.012657062,0,agribalyse
"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",Instant Chicory Coffee Drink with Milk,2,2.432611042,1.7384404,0.33848443,0.22265825,0.1203709,0.012657062,0,agribalyse
"Mix of chicory and coffee, powder, instant",Instant Chicory Coffee Powder,5,12.90588824,7.9499739,4.0879276,0.49690685,0.35842283,0.012657062,0,agribalyse
"Red endive, raw",Red Endive,1,0.882514478,0.31309977,0,0,0.2272488,0.076659738,0.26550617,agribalyse
"Green endive, raw",Green Endive,1,0.882514478,0.31309977,0,0,0.2272488,0.076659738,0.26550617,agribalyse
"Instant chicory, without sugar and artificial sweeteners, ready-to-drink (reconstituted with standard semi-skimmed milk)",Chicory Milk Drink,1,1.592605485,1.2426446,0.011095283,0.22265825,0.10355029,0.012657062,0,agribalyse
"Chicory, powder, instant",Instant Chicory Powder,3,4.909218422,0.94291447,3.2306659,0.49690685,0.22607414,0.012657062,0,agribalyse
Chili con carne,Chili con carne,5,22.41473638,21.679827,0.25775911,0.21221738,0.2215217,0.030685111,0.012726077,agribalyse
"Horse mackerel, oily (autumn, winter), raw",Horse Mackerel,2,2.265707035,1.0731414,0,0.28844568,0.86901199,0.030308663,0.004799302,agribalyse
"Horse mackerel, lean (spring, summer), raw",Lean Horse Mackerel,2,2.265707035,1.0731414,0,0.28844568,0.86901199,0.030308663,0.004799302,agribalyse
"Horse mackerel, raw",Horse Mackerel,2,2.265707035,1.0731414,0,0.28844568,0.86901199,0.030308663,0.004799302,agribalyse
"Chipolata slim sausage, raw",Raw Chipolata Sausage,4,8.516007475,7.6535192,0.36722173,0.25099172,0.20916686,0.030308663,0.004799302,agribalyse
"Chipolata sausage, cooked",Cooked Chipolata Sausage,5,11.33585231,10.132263,0.48615378,0.33228037,0.2769097,0.040124726,0.068120731,agribalyse
Prawn crackers,Prawn Crackers,2,3.224231817,1.9174325,0.5060649,0.28581962,0.48579414,0.029120657,0,agribalyse
Corn chips or tortilla chips,Tortilla Chips,2,2.244428247,1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,agribalyse
"Potato crisps and related, reduced fat",Reduced Fat Potato Chips,2,2.244428247,1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,agribalyse
"Potato crisps, ""à l'ancienne"" (old-fashioned style)",Potato Chips,2,2.244428247,1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,agribalyse
Potato crisps,Potato Chips,2,2.244428247,1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,agribalyse
"Milk chocolate bar, with puffed/popped cereals",Cereal Milk Chocolate Bar,5,17.57003509,15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,agribalyse
"Milk chocolate bar, with dried fruits (nuts, almonds, raisins, praline)",Milk Chocolate Bar with Fruit,5,17.57003509,15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,agribalyse
"Milk chocolate, filled",Filled Milk Chocolate,5,17.57003509,15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,agribalyse
"Milk chocolate bar, filled with praline",Milk Chocolate Praline Bar,5,17.57003509,15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,agribalyse
"Milk chocolate bar, without sugar, with sweeteners",No Sugar Milk Chocolate Bar,5,17.57003509,15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,agribalyse
Milk chocolate bar,Milk Chocolate Bar,5,17.57003509,15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,agribalyse
"White chocolate bar, with dried fruits (nuts, almonds, raisins, praline)",White Chocolate Bar with Fruit,5,17.85092285,15.64205,1.7891025,0.10291973,0.30274562,0.014104999,0,agribalyse
White chocolate bar,White Chocolate Bar,5,19.23755314,18.453596,0.37682804,0.10291973,0.29010437,0.014104999,0,agribalyse
"Dark chocolate bar, more than 40% cocoa, for cooking",Dark Cooking Chocolate,5,18.56442667,16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,agribalyse
"Dark chocolate bar, more than 70% cocoa",Dark Cocoa Bar,5,18.56442667,16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,agribalyse
"Dark chocolate bar, less than 70% cocoa",Dark Chocolate Bar,5,18.56442667,16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,agribalyse
"Dark chocolate bar, with dried fruits (nuts, almonds, raisin, praline)",Dark Chocolate Bar with Fruit,5,18.56442667,16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,agribalyse
"Dark chocolate, filled with mint confectionery",Dark Mint Chocolate,5,18.56442667,16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,agribalyse
"Dark chocolate bar, filled with praline",Dark Chocolate Praline Bar,5,18.56442667,16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,agribalyse
"Dark chocolate bar, without sugar and with artificial sweeteners",No Sugar Dark Chocolate Bar,5,18.56442667,16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,agribalyse
"Spicy pork sausage with red pepper, no precision",Spicy Pork Sausage with Red Pepper,3,5.460485815,4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.066566382,agribalyse
"Spicy pork sausage with red pepper, in large slices",Spicy Pork Sausage with Red Pepper,3,5.460485815,4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.066566382,agribalyse
Dry spicy pork sausage with red pepper,Spicy Pork Sausage with Red Pepper,3,5.398718735,4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.004799302,agribalyse
Pastry cream puff,Cream Puff Pastry,3,3.643341407,2.8459887,0.3442522,0.30176633,0.12221352,0.029120657,0,agribalyse
Chou pastry filled with whipped cream,Cream-Filled Chou Pastry,3,3.643341407,2.8459887,0.3442522,0.30176633,0.12221352,0.029120657,0,agribalyse
Chou pastry filled with custard,Custard-Filled Chou Pastry,2,2.549732757,1.8879428,0.2102488,0.30176239,0.12065811,0.029120657,0,agribalyse
"White cabbage, raw",White Cabbage,1,1.057739503,0.50051761,0,0,0.2272488,0.064466923,0.26550617,agribalyse
"Chinese cabbage (nappa cabbage or bok choy), cooked",Cooked Bok Choy,2,2.05574216,0.58466864,0,0.42836694,0.43757957,0.16456588,0.44056113,agribalyse
"Chinese cabbage (nappa cabbage or bok choy), raw",Bok Choy,1,1.057739503,0.50051761,0,0,0.2272488,0.064466923,0.26550617,agribalyse
"Brussels sprout, canned, drained",Canned Brussels Sprouts,1,1.396240076,0.36236031,0.14994003,0.35015645,0.22389235,0.061987426,0.24790351,agribalyse
"Brussels sprout, raw",Brussels Sprouts,1,0.502358534,0.30959852,0,0,0.14056627,0.039876447,0.012317297,agribalyse
"Brussels sprout, cooked",Cooked Brussels Sprouts,1,1.11193858,0.36165071,0,0.26496924,0.27066778,0.10179333,0.11285752,agribalyse
"Brussels sprout, frozen, raw",Frozen Raw Brussels Sprouts,1,0.993457447,0.30931988,0.002253166,0.28581962,0.22567344,0.15223182,0.018159521,agribalyse
"Brussels sprout, frozen, cooked",Frozen Cooked Brussels Sprouts,1,1.251794466,0.36132522,0.002631986,0.33387391,0.26361546,0.17782626,0.11252163,agribalyse
Stuffed cabbage,Stuffed Cabbage,3,4.336561538,3.297101,0.4405266,0.33054314,0.22497961,0.030685111,0.012726077,agribalyse
"Curly kale, raw",Curly Kale,1,0.702884418,0.3753882,0,0,0.1704366,0.057494804,0.099564814,agribalyse
"Curly kale, cooked",Cooked Curly Kale,1,1.46168561,0.43850148,0,0.3212752,0.32818468,0.14794183,0.22578242,agribalyse
"Romanesco cauliflower or romanesco broccoli, raw",Romanesco Cauliflower,1,0.702884418,0.3753882,0,0,0.1704366,0.057494804,0.099564814,agribalyse
"Red cabbage, boiled/cooked in water",Boiled Red Cabbage,2,2.05574216,0.58466864,0,0.42836694,0.43757957,0.16456588,0.44056113,agribalyse
"Red cabbage, raw",Red Cabbage,1,1.057739503,0.50051761,0,0,0.2272488,0.064466923,0.26550617,agribalyse
"Green cabbage, raw",Green Cabbage,1,1.057739503,0.50051761,0,0,0.2272488,0.064466923,0.26550617,agribalyse
"Green cabbage, boiled/cooked in water",Boiled Green Cabbage,2,2.05574216,0.58466864,0,0.42836694,0.43757957,0.16456588,0.44056113,agribalyse
"Sauerkraut, with garnish",Sauerkraut with Garnish,2,2.257104908,1.3706587,0.35594963,0.264209,0.22287639,0.030685111,0.012726077,agribalyse
"Sauerkraut, without garnish, drained",Sauerkraut,1,1.245743578,0.55589382,0.19139146,0.21221738,0.24282973,0.030685111,0.012726077,agribalyse
"Cauliflower, raw",Cauliflower,1,0.509900482,0.30959852,0,0,0.14056627,0.047418395,0.012317297,agribalyse
"Cauliflower, cooked",Cooked Cauliflower,1,1.13215913,0.36165071,0,0.26496924,0.27066778,0.12201388,0.11285752,agribalyse
"Cauliflower, frozen, raw",Frozen Raw Cauliflower,1,1.024308082,0.30931988,0.002320761,0.28581962,0.22567344,0.18301486,0.018159521,agribalyse
"Cauliflower, frozen, cooked",Frozen Cooked Cauliflower,1,1.287831945,0.36132522,0.002710945,0.33387391,0.26361546,0.21378478,0.11252163,agribalyse
"Chou pastry, sugar coated",Sugar-Coated Cabbage Pastry,2,2.913721931,2.219913,0.25914873,0.30176944,0.12640555,0.006485211,0,agribalyse
"Kohlrabi, boiled/cooked in water",Boiled Kohlrabi,1,1.3878576,0.43850148,0,0.3212752,0.32818468,0.07411382,0.22578242,agribalyse
"Turnip cabbage, raw",Turnip Cabbage,1,0.386906718,0.087677241,0,0,0.1704366,0.029228063,0.099564814,agribalyse
"Chive or spring onion, fresh",Spring Onion,1,0.697846567,0.06811426,0,0.33443152,0.16406077,0.031675203,0.099564814,agribalyse
Flavoured cider,Flavoured Cider,1,0.982678517,0.11886622,0.035780592,0.49690685,0.29739313,0.028932423,0.004799302,agribalyse
"Cider, half-dry",Half-Dry Cider,1,0.982678517,0.11886622,0.035780592,0.49690685,0.29739313,0.028932423,0.004799302,agribalyse
"Cider, dry",Dry Cider,1,0.982678517,0.11886622,0.035780592,0.49690685,0.29739313,0.028932423,0.004799302,agribalyse
"Cider, sweet",Sweet Cider,1,0.982678517,0.11886622,0.035780592,0.49690685,0.29739313,0.028932423,0.004799302,agribalyse
Cider,Cider,1,0.982678517,0.11886622,0.035780592,0.49690685,0.29739313,0.028932423,0.004799302,agribalyse
Wafer cookie,Wafer Cookie,4,8.262014427,7.5033546,0.47325235,0.10868293,0.14760389,0.029120657,0,agribalyse
Frosted lemon or orange (sorbet),Lemon Sorbet,2,2.37424496,1.606031,0.30544901,0.20599451,0.18585635,0.052754569,0.018159521,agribalyse
"Lemon or lime base, for beverage, without sugar (to be diluted)",Lemon Lime Cordial,1,0.938079696,0.16082761,0.041213729,0.49690685,0.22676697,0.012364537,0,agribalyse
"Lime, pulp, raw",Raw Lime Pulp,1,0.529977613,0.22801705,0,0,0.1704366,0.031959149,0.099564814,agribalyse
"Lemon, pulp, raw",Lemon Pulp,1,0.910709639,0.30402273,0,0,0.29856854,0.042612199,0.26550617,agribalyse
"Lemon zest, raw",Lemon Zest,1,0.910709639,0.30402273,0,0,0.29856854,0.042612199,0.26550617,agribalyse
"Pumpkin, pulp, raw",Pumpkin Pulp,1,0.549021406,0.20516352,0,0,0.19594288,0.048350192,0.099564814,agribalyse
"Fruits batter-pudding, refrigerated",Fruit Pudding,1,1.689922093,1.0179388,0.2008156,0.21223838,0.2234449,0.030685111,0.004799302,agribalyse
"Clementine, pulp, raw",Clementine Pulp,1,0.708379169,0.10169226,0,0,0.29856854,0.042612199,0.26550617,agribalyse
Cloves,Cloves,1,0.664512926,-0.24872781,0,0.49690685,0.371318,0.045015886,0,agribalyse
Rum-based cocktail,Rum Cocktail,1,0.975734669,0.10893277,0.1595887,0.49690685,0.19314251,0.012364537,0.004799302,agribalyse
Whiskey-based cocktail,Whiskey Cocktail,1,0.914479139,0,0.23709872,0.49690685,0.16330973,0.012364537,0.004799302,agribalyse
"Cocktail, alcohol-free (juices and syrup-based cocktail)",Non-Alcoholic Juice Cocktail,1,0.950262203,0.10921637,0.017807258,0.49690685,0.2926,0.028932423,0.004799302,agribalyse
"Cocktail, punch type, 16% alcohol",Punch Cocktail,1,1.077354415,0.11302117,0.15051499,0.49690685,0.28317968,0.028932423,0.004799302,agribalyse
"Palm heart, canned, drained",Canned Palm Heart,2,2.290595496,1.2374336,0.16929655,0.35015645,0.23174474,0.061987426,0.23997673,agribalyse
"Heart, lamb, raw",Raw Lamb Heart,5,25.92695532,25.376608,0.03271145,0.28844568,0.19408222,0.030308663,0.004799302,agribalyse
"Heart, lamb, cooked",Cooked Lamb Heart,5,35.60004742,34.783915,0.04483784,0.39537473,0.26603001,0.041544321,0.06834552,agribalyse
"Heart, beef, raw",Raw Beef Heart,5,26.80839354,26.239229,0.049313648,0.28844568,0.19629725,0.030308663,0.004799302,agribalyse
"Heart, beef, cooked",Cooked Beef Heart,5,36.80824134,35.966316,0.067594601,0.39537473,0.26906617,0.041544321,0.06834552,agribalyse
"Heart, turkey, raw",Raw Turkey Heart,1,1.563812115,0.80551469,0.23800367,0.28844568,0.19674011,0.030308663,0.004799302,agribalyse
"Heart, turkey, cooked",Cooked Turkey Heart,2,2.205296551,1.1041253,0.32623348,0.39537473,0.2696732,0.041544321,0.06834552,agribalyse
"Heart, pork, raw",Pork Heart,2,1.897167605,1.3034251,0.0811168,0.28844568,0.18907206,0.030308663,0.004799302,agribalyse
"Heart, chicken, raw",Raw Chicken Heart,1,1.563812115,0.80551469,0.23800367,0.28844568,0.19674011,0.030308663,0.004799302,agribalyse
"Heart, chicken, cooked",Cooked Chicken Heart,2,2.205296551,1.1041253,0.32623348,0.39537473,0.2696732,0.041544321,0.06834552,agribalyse
"Heart, veal, raw",Raw Veal Heart,5,19.36681174,18.791569,0.054034634,0.28844568,0.19765446,0.030308663,0.004799302,agribalyse
"Quince, raw",Raw Quince,1,0.488357814,0.11930004,0,0,0.22955684,0.03993612,0.099564814,agribalyse
"Cola, without sugar and with artificial sweetener(s)",Diet Cola,1,0.572183935,0.078511019,0.030061611,0.22265825,0.20722133,0.028932423,0.004799302,agribalyse
"Cola, without sugar, with artificial sweetener(s) and with caffeine",Caffeine-Free Diet Cola,1,0.572183935,0.078511019,0.030061611,0.22265825,0.20722133,0.028932423,0.004799302,agribalyse
"Cola, with sugar",Cola,1,0.572183935,0.078511019,0.030061611,0.22265825,0.20722133,0.028932423,0.004799302,agribalyse
"Cola, with sugar and artificial sweetener(s)",Cola with Artificial Sweetener,1,0.572183935,0.078511019,0.030061611,0.22265825,0.20722133,0.028932423,0.004799302,agribalyse
"Cola, with sugar and without caffeine",Sugar-Free Caffeine-Free Cola,1,0.572183935,0.078511019,0.030061611,0.22265825,0.20722133,0.028932423,0.004799302,agribalyse
Apple compote,Apple Compote,1,0.820776913,0.11614072,0.16812522,0.29054328,0.21048328,0.030685111,0.004799302,agribalyse
"Fruits compote, miscellaneous",Fruit Compote,1,0.749516553,0.06849501,0.13792456,0.29054328,0.21706929,0.030685111,0.004799302,agribalyse
"Fruits compote, miscellaneous, reduced sugar",Reduced Sugar Fruit Compote,1,0.773382128,0.093129375,0.1380633,0.29054328,0.21616176,0.030685111,0.004799302,agribalyse
"Fruits compote, miscellaneous, reduced sugar, refrigerated",Reduced Sugar Fruit Compote,1,0.773382128,0.093129375,0.1380633,0.29054328,0.21616176,0.030685111,0.004799302,agribalyse
"Comté cheese, from cow's milk",Comté Cheese,4,6.263162655,5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.004799302,agribalyse
"Cucumber, pulp and peel, raw",Raw Cucumber Pulp and Peel,3,4.856588574,4.5332143,0,0,0.18387334,0.03993612,0.099564814,agribalyse
"Cucumber, pulp, raw",Raw Cucumber Pulp,3,4.856588574,4.5332143,0,0,0.18387334,0.03993612,0.099564814,agribalyse
"Cone, wafer for ice cream",Ice Cream Wafer Cone,3,4.444761957,3.8424243,0.32913764,0.10869536,0.135384,0.029120657,0,agribalyse
"Chocolate confectionery, sugar coated",Sugar-Coated Chocolate,5,13.15980589,11.479574,1.2577469,0.10291973,0.30546026,0.014104999,0,agribalyse
Preserved duck,Preserved Duck,4,7.745371669,5.1140984,1.6807444,0.3631791,0.38166236,0.038356389,0.16733102,agribalyse
"Duck confit (conserved in rendered fat), meat (leg) without skin, reheated",Duck Confit Leg,4,7.745371669,5.1140984,1.6807444,0.3631791,0.38166236,0.038356389,0.16733102,agribalyse
Preserved pork liver,Preserved Pork Liver,2,1.915732874,1.3171454,0.081970661,0.29054328,0.19058912,0.030685111,0.004799302,agribalyse
Preserved poultry liver,Preserved Poultry Liver,1,1.578868333,0.81399379,0.24050897,0.29054328,0.19833788,0.030685111,0.004799302,agribalyse
"Jam, apricot",Apricot Jam,1,1.420078477,0.27321286,0.25145917,0.54656517,0.31134914,0.032692835,0.004799302,agribalyse
"Jam, cherry",Cherry Jam,2,1.927629877,0.72767686,0.29219385,0.54656517,0.32370186,0.032692835,0.004799302,agribalyse
"Jam, strawberry",Strawberry Jam,1,1.627178957,0.4391425,0.24580915,0.54656517,0.35817,0.032692835,0.004799302,agribalyse
"Jam, raspberry",Raspberry Jam,1,1.734562697,0.46601728,0.2461836,0.54656517,0.43830451,0.032692835,0.004799302,agribalyse
Dulce de leche or confiture de lait,Dulce de Leche,2,2.101137097,1.0172551,0.21540794,0.54656517,0.28441675,0.032692835,0.004799302,agribalyse
"Jam, reduced sugar",Reduced Sugar Jam,1,1.627178957,0.4391425,0.24580915,0.54656517,0.35817,0.032692835,0.004799302,agribalyse
"Conger, raw",Conger Fish,5,10.96705925,9.4787825,0,0.28844568,1.1647231,0.030308663,0.004799302,agribalyse
"Biscuit (cookie), with chocolate drops",Chocolate Chip Biscuit,3,4.140519407,3.3742678,0.44133778,0.10867485,0.18711832,0.029120657,0,agribalyse
Coppa,Coppa Ham,5,15.9083833,13.227038,2.1311004,0.13381699,0.27297814,0.037885829,0.10556394,agribalyse
Cockerel in red wine sauce,Cockerel in Red Wine Sauce,4,5.865268448,4.1394539,1.1729773,0.21221738,0.29720868,0.030685111,0.012726077,agribalyse
"Scallop, with coral, raw",Raw Scallop with Coral,5,13.69901245,5.0754947,0,2.0603263,3.8659706,0.21649045,2.4807304,agribalyse
"Scallop, with coral, cooked",Cooked Scallop with Coral,2,1.985371542,0.86764629,0,0.3522089,0.66088041,0.037008636,0.067627306,agribalyse
"Scallop, without coral, raw",Raw Scallop,5,13.69901245,5.0754947,0,2.0603263,3.8659706,0.21649045,2.4807304,agribalyse
"Brown meagre, raw",Raw Brown Meagre,3,4.244396045,3.1409,0,0.28844568,0.7799424,0.030308663,0.004799302,agribalyse
Escalope cordon bleu (topped with a ham slice and Gruyere sauce),Escalope Cordon Bleu,3,5.147144323,3.4489244,1.027964,0.29057724,0.28242719,0.030685111,0.066566382,agribalyse
"Coriander, fresh",Fresh Coriander,1,1.223645747,0.49071204,0,0.33443152,0.26726217,0.031675203,0.099564814,agribalyse
"Coriander, seed",Coriander Seed,1,1.174287373,0.39256963,0,0.49690685,0.25947073,0.025340163,0,agribalyse
Gazelle horn (oriental pastry with almonds and syrup),Gazelle Horn Pastry,3,4.219632707,3.4028306,0.26130189,0.30178664,0.22459292,0.029120657,0,agribalyse
"Bigeye scad, raw",Bigeye Scad,2,2.265707035,1.0731414,0,0.28844568,0.86901199,0.030308663,0.004799302,agribalyse
"Coulommiers cheese, from cow's milk",Coulommiers Cheese,3,5.496055135,4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.004799302,agribalyse
"Goblet of ice cream, peach Melba or Belle Helene pear type",Peach Melba Ice Cream,2,2.59057282,1.7999644,0.32243189,0.20599451,0.19126793,0.052754569,0.018159521,agribalyse
"Goblet of ice cream, coffee or chocolate ice cream topped with whipped cream",Chocolate Sundae,2,2.59057282,1.7999644,0.32243189,0.20599451,0.19126793,0.052754569,0.018159521,agribalyse
"Squash, butternut, pulp, raw",Butternut Squash,1,0.549021406,0.20516352,0,0,0.19594288,0.048350192,0.099564814,agribalyse
"Sweet green hokkaido squash, pulp, raw",Sweet Green Hokkaido Squash,1,0.523515126,0.20516352,0,0,0.1704366,0.048350192,0.099564814,agribalyse
"Squash, melonnette jaspée from Vendée, pulp, raw",Vendée Melonnette Squash,1,0.549021406,0.20516352,0,0,0.19594288,0.048350192,0.099564814,agribalyse
"Pumpkin (cucurbita moschata), pulp, raw",Pumpkin,1,0.523515126,0.20516352,0,0,0.1704366,0.048350192,0.099564814,agribalyse
"Squash, spaghetti, pulp, raw",Raw Spaghetti Squash,1,0.549021406,0.20516352,0,0,0.19594288,0.048350192,0.099564814,agribalyse
"Squash, spaghetti, pulp, cooked",Cooked Spaghetti Squash,1,1.26811855,0.23965725,0,0.3212752,0.35797927,0.12342441,0.22578242,agribalyse
"Squash, all types, raw",Raw Squash,1,0.549021406,0.20516352,0,0,0.19594288,0.048350192,0.099564814,agribalyse
"Courgette or zucchini, pulp and peel, raw",Raw Courgette,1,0.405709143,0.21625003,0,0,0.14056627,0.036575546,0.012317297,agribalyse
"Courgette or zucchini, pulp and peel, cooked",Cooked Courgette,1,0.994045616,0.25260772,0,0.26496924,0.27066778,0.092943356,0.11285752,agribalyse
"Courgette or zucchini, pulp and peel, frozen, raw",Frozen Raw Courgette,1,0.886720097,0.21605541,0.002253166,0.28581962,0.22567344,0.13875894,0.018159521,agribalyse
"Courgettes, puree",Courgette Puree,1,1.19967953,0.30628686,0,0.3212752,0.32818468,0.11269382,0.13123897,agribalyse
"Christmas brioche with candied fruits, prepacked",Christmas Fruit Brioche,3,4.927265921,4.0776316,0.412597,0.3018142,0.12873791,0.006485211,0,agribalyse
"Aromatic stock cube, for fish, dehydrated",Fish Stock Cube,4,8.091078791,0.6351823,5.048837,2.0953202,0.24616494,0.029120657,0.036453694,agribalyse
"Couscous (durum wheat semolina pre-cooked with steam), raw",Pre-Cooked Couscous,1,1.322546559,0.52491526,0.38385845,0.26940995,0.11420347,0.030159429,0,agribalyse
"Couscous (durum wheat semolina pre-cooked with steam), cooked, unsalted",Cooked Couscous,1,0.56054922,0.23234514,0.16990866,0.092029683,0.050550295,0.007788667,0.007926775,agribalyse
Couscous w meat,Couscous with Meat,3,3.845793788,2.8975451,0.45562232,0.21221738,0.2369978,0.030685111,0.012726077,agribalyse
"Couscous with meat or chicken, light",Couscous with Chicken,2,2.482989308,1.3964425,0.58245296,0.21221738,0.24846528,0.030685111,0.012726077,agribalyse
Couscous w mutton,Couscous with Mutton,5,16.70221219,16.007088,0.22269245,0.21221738,0.21680317,0.030685111,0.012726077,agribalyse
Couscous w fish,Fish Couscous,3,4.061725798,3.0906202,0.19647487,0.21221738,0.51900216,0.030685111,0.012726077,agribalyse
Couscous w chicken,Couscous with Chicken,2,2.278516888,1.2410732,0.53695194,0.21221738,0.24486318,0.030685111,0.012726077,agribalyse
Couscous with vegetables,Veggie Couscous,1,0.842267548,0.14989588,0.21723215,0.21221738,0.21951095,0.030685111,0.012726077,agribalyse
Couscous royal (with different meats),Royal Couscous with Meats,3,3.845793788,2.8975451,0.45562232,0.21221738,0.2369978,0.030685111,0.012726077,agribalyse
"Light custard cream with vanilla, prepacked",Vanilla Custard Cream,2,1.876966297,1.2667149,0.17726799,0.1959761,0.19951517,0.032692835,0.004799302,agribalyse
"Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated",Custard Cream Eggs,3,3.817285213,3.0362132,0.30556274,0.21221738,0.22780748,0.030685111,0.004799302,agribalyse
"Caramelized custard cream (crème brûlée), refrigerated",Caramelized Custard Cream,2,2.787961603,1.9757475,0.37216636,0.21221738,0.19234595,0.030685111,0.004799302,agribalyse
"Custard cream with caramel sauce, refrigerated",Caramel Custard Cream,1,1.826548143,1.2065174,0.17724316,0.21221738,0.19508579,0.030685111,0.004799302,agribalyse
"Whipped cream or Chantilly cream, under pressure, UHT",Whipped Cream,3,3.577279883,2.7026271,0.43696356,0.21221738,0.18998743,0.030685111,0.004799302,agribalyse
Blackcurrant liqueur,Blackcurrant Liqueur,1,1.470053385,0.69087418,0.081414646,0.49690685,0.18369387,0.012364537,0.004799302,agribalyse
"Thick cream, light, 15-20% fat, refrigerated",Light Cream,3,3.682186865,2.8193283,0.44110244,0.20585948,0.18204666,0.029050683,0.004799302,agribalyse
"Liquid cream, light, 15-20% fat, UHT",Light Cream,3,3.682186865,2.8193283,0.44110244,0.20585948,0.18204666,0.029050683,0.004799302,agribalyse
"Thick cream 30% fat, refrigerated",Heavy Cream,3,3.682656821,2.8193283,0.44110244,0.20585948,0.18204666,0.029520639,0.004799302,agribalyse
"Liquid cream 30% fat, UHT",Heavy Cream,3,3.682656821,2.8193283,0.44110244,0.20585948,0.18204666,0.029520639,0.004799302,agribalyse
Chestnut cream,Chestnut Cream,1,1.539275947,0.83213196,0.31529883,0.21849763,0.14422687,0.029120657,0,agribalyse
"Chestnut cream, vanilla flavoured, canned",Vanilla Chestnut Cream,1,1.539275947,0.83213196,0.31529883,0.21849763,0.14422687,0.029120657,0,agribalyse
"Custard dessert, vanilla, canned",Vanilla Canned Custard,2,2.094023603,1.4184248,0.23559915,0.20700456,0.19751068,0.030685111,0.004799302,agribalyse
"Custard dessert, vanilla, refrigerated",Vanilla Custard Dessert,2,2.090216263,1.4184248,0.23559915,0.21221738,0.18849052,0.030685111,0.004799302,agribalyse
"Custard dessert, coffee, refrigerated",Coffee Custard Dessert,2,2.090216263,1.4184248,0.23559915,0.21221738,0.18849052,0.030685111,0.004799302,agribalyse
"Custard dessert, caramel, refrigerated",Caramel Custard Dessert,2,2.090216263,1.4184248,0.23559915,0.21221738,0.18849052,0.030685111,0.004799302,agribalyse
"Custard dessert, chocolate, canned",Chocolate Custard Dessert,3,3.610707013,2.9611706,0.18990584,0.20700456,0.2171416,0.030685111,0.004799302,agribalyse
"Custard dessert, chocolate, refrigerated",Chocolate Custard Dessert,3,3.606899683,2.9611706,0.18990584,0.21221738,0.20812145,0.030685111,0.004799302,agribalyse
"Custard dessert, reduced fat, refrigerated",Custard Dessert,2,2.090216263,1.4184248,0.23559915,0.21221738,0.18849052,0.030685111,0.004799302,agribalyse
Pastry cream or custard,Custard Cream,1,1.549572453,1.0348197,0.17653403,0.10293437,0.19979994,0.030685111,0.004799302,agribalyse
Wafer cookie,Wafer Cookie,4,8.262014427,7.5033546,0.47325235,0.10868293,0.14760389,0.029120657,0,agribalyse
"Salted crispy crepe with cheese, prepacked",Crispy Cheese Crepe,2,1.869019417,1.0203258,0.34487873,0.28596322,0.18873101,0.029120657,0,agribalyse
"Wafer cookie, with chocolate, prepacked",Chocolate Wafer Cookie,4,8.594667077,7.6223922,0.63034224,0.1086562,0.20415578,0.029120657,0,agribalyse
"Crepe, filled with jam, home-made",Jam-Filled Crepes,1,1.601403107,0.96116104,0.20079063,0.28586521,0.12446557,0.029120657,0,agribalyse
"Crepe, filled with chocolate or chocolate and hazelnut spread, home-made",Chocolate-Filled Crepes,1,1.601403107,0.96116104,0.20079063,0.28586521,0.12446557,0.029120657,0,agribalyse
"Crepe or buckwheat crepe, filled with scallops",Scallop-Stuffed Crepes,2,2.979526083,2.219522,0.21328442,0.10291973,0.34654844,0.030685111,0.066566382,agribalyse
"Crepe or buckwheat crepe, filled with egg, ham and cheese","Ham, Egg and Cheese Crepes",3,3.704724623,2.867933,0.30083749,0.20092106,0.23778158,0.030685111,0.066566382,agribalyse
